DMU,投入_资本,投入_劳动,投入_能源,产出_营收,非期望_SO2,非期望_废水,非期望_烟尘
2622_2019,0.001,0.001,0.001,155321874.62,97.16074958823421,15532.187462,310.64374924
2622_2020,0.001,0.001,0.001,114345046.98,34.57866237190997,11434.504698,228.69009396
2622_2021,0.001,0.001,0.001,168106984.77,25.716805179020582,16810.698477,336.21396954000005
2622_2022,0.001,0.001,0.001,500650216.76,165.40658148334035,50065.021676,1001.30043352
2622_2023,0.001,0.001,0.001,756709758.78,146.06013334783245,75670.975878,1513.41951756
2622_2024,0.001,0.001,0.001,861568412.49,267.1451607146903,86156.841249,1723.13682498
2623_2019,0.001,0.001,0.001,1184367791.28,254.91808302444704,118436.779128,2368.73558256
2623_2020,0.001,0.001,0.001,1802858274.43,349.6995509437327,180285.82744300002,3605.7165488600003
2623_2021,0.001,0.001,0.001,2031982715.82,117.33308743439392,203198.271582,4063.9654316399997
2623_2022,0.001,0.001,0.001,3168353484.91,192.44101669179918,316835.348491,6336.70696982
2623_2023,0.001,0.001,0.001,3628345856.94,100.34435964503042,362834.585694,7256.69171388
2623_2024,0.001,0.001,0.001,2892992822.6,92.0892574017657,289299.28226,5785.9856452
2625_2019,0.001,0.001,0.001,481282342.41,16.438861680022864,48128.234241000006,962.5646848200001
2625_2020,0.001,0.001,0.001,636509963.75,17.530979515857457,63650.996375,1273.0199275
2625_2021,0.001,0.001,0.001,859350024.29,22.72036338277202,85935.002429,1718.70004858
2625_2022,0.001,0.001,0.001,1167643546.15,21.808692767176225,116764.354615,2335.2870923
2625_2023,0.001,0.001,0.001,1494308086.33,23.103459586150816,149430.80863299998,2988.61617266
2625_2024,0.001,0.001,0.001,1557763940.5,20.97275794607075,155776.39405,3115.527881
2626_2019,0.001,0.001,0.001,3191784933.45,1000.9090551711629,319178.49334499997,6383.569866899999
2626_2020,0.001,0.001,0.001,3504406641.7,817.3796921154851,350440.66417,7008.8132834
2626_2021,0.001,0.001,0.001,3616159485.95,391.15138050606373,361615.94859499997,7232.318971899999
2626_2022,0.001,0.001,0.001,3009229135.39,193.81305473440082,300922.913539,6018.458270779999
2626_2023,0.001,0.001,0.001,3102580918.31,146.48461852809666,310258.091831,6205.16183662
2626_2024,0.001,0.001,0.001,3240058601.13,140.12381505173084,324005.86011300003,6480.11720226
2630_2019,0.001,0.001,0.001,3623174397.03,1177.8759201177725,362317.439703,7246.348794060001
2630_2020,0.001,0.001,0.001,2207318678.96,610.2836393513941,220731.867896,4414.63735792
2630_2021,0.001,0.001,0.001,1517242646.81,232.76086701599846,151724.264681,3034.48529362
2630_2022,0.001,0.001,0.001,859138435.94,686.5780021834062,85913.843594,1718.27687188
2630_2023,0.001,0.001,0.001,1866865931.96,93.30381519744512,186686.593196,3733.7318639200003
2630_2024,0.001,0.001,0.001,2593317955.25,382.04563532925425,259331.795525,5186.6359105
2631_2019,0.001,0.001,0.001,1797629581.61,386.91383732819196,179762.958161,3595.2591632199997
2631_2020,0.001,0.001,0.001,1568231197.98,304.18904995898566,156823.119798,3136.46239596
2631_2021,0.001,0.001,0.001,2033531258.28,117.42250515750764,203353.125828,4067.06251656
2631_2022,0.001,0.001,0.001,1972917195.23,119.83201770479816,197291.719523,3945.83439046
2631_2023,0.001,0.001,0.001,1932953617.13,53.45714013548698,193295.36171300002,3865.9072342600007
2631_2024,0.001,0.001,0.001,1524841143.11,48.538484930791974,152484.11431099998,3049.6822862199997
2632_2019,0.001,0.001,0.001,1391641907.26,95.44001321859731,139164.190726,2783.28381452
2632_2020,0.001,0.001,0.001,1266460013.42,60.00315889736482,126646.001342,2532.92002684
2632_2021,0.001,0.001,0.001,1283794313.74,29.451694626065656,128379.431374,2567.58862748
2632_2022,0.001,0.001,0.001,1286598931.69,29.648605256150322,128659.893169,2573.19786338
2632_2023,0.001,0.001,0.001,1322706698.18,16.78716588655875,132270.669818,2645.4133963599998
2632_2024,0.001,0.001,0.001,1441214788.06,21.595689952211217,144121.478806,2882.42957612
2633_2019,0.001,0.001,0.001,122814262.32,8.42270900157879,12281.426232,245.62852464
2633_2020,0.001,0.001,0.001,169833443.61,8.046478368865767,16983.344361000003,339.6668872200001
2633_2021,0.001,0.001,0.001,212172364.8,4.867474196840341,21217.23648,424.3447296
2633_2022,0.001,0.001,0.001,228667728.46,5.269458141882433,22866.772846,457.33545692
2633_2023,0.001,0.001,0.001,273154833.46,3.4667515544586234,27315.483345999997,546.3096669199999
2633_2024,0.001,0.001,0.001,324240534.57,4.85853886077488,32424.053456999998,648.4810691399999
2634_2019,0.001,0.001,0.001,600896507.81,41.21000549725523,60089.650781,1201.79301562
2634_2020,0.001,0.001,0.001,625631302.42,29.64156313857744,62563.130242,1251.26260484
2634_2021,0.001,0.001,0.001,613630932.43,14.077388131114912,61363.093242999996,1227.2618648599998
2634_2022,0.001,0.001,0.001,608449735.8,14.021219504082202,60844.97358,1216.8994716
2634_2023,0.001,0.001,0.001,763340704.64,9.687958074444174,76334.070464,1526.68140928
2634_2024,0.001,0.001,0.001,1105524906.3,16.56558988201849,110552.49063,2211.0498126
2635_2019,0.001,0.001,0.001,3136135980.79,675.008032313147,313613.598079,6272.271961580001
2635_2020,0.001,0.001,0.001,2905309763.51,563.5415351620514,290530.976351,5810.6195270200005
2635_2021,0.001,0.001,0.001,3883797667.12,224.26272020221916,388379.766712,7767.595334240001
2635_2022,0.001,0.001,0.001,4198648189.01,255.0195646011441,419864.818901,8397.29637802
2635_2023,0.001,0.001,0.001,4516558832.29,124.90849045120146,451655.88322899997,9033.117664579999
2635_2024,0.001,0.001,0.001,4795591232.18,152.65244763966558,479559.12321800005,9591.182464360001
2636_2019,0.001,0.001,0.001,3322217733.96,13.994063169324104,332221.773396,6644.43546792
2636_2020,0.001,0.001,0.001,3606803986.71,11.975420028729264,360680.39867100003,7213.607973420001
2636_2021,0.001,0.001,0.001,5891172845.57,11.279572615594622,589117.2845569999,11782.345691139999
2636_2022,0.001,0.001,0.001,3760398832.95,686.5780021834062,376039.883295,7520.7976659000005
2636_2023,0.001,0.001,0.001,3571219216.9,7.961854912662911,357121.92169,7142.4384338
2636_2024,0.001,0.001,0.001,4048380238.36,686.5780021834062,404838.023836,8096.76047672
2637_2019,0.001,0.001,0.001,6579791289.47,451.2478133682014,657979.128947,13159.58257894
2637_2020,0.001,0.001,0.001,7803771296.03,369.7321069063198,780377.129603,15607.542592060001
2637_2021,0.001,0.001,0.001,11201212668.12,256.9684967539903,1120121.2668120002,22402.425336240005
2637_2022,0.001,0.001,0.001,11235257553.61,258.90719163011505,1123525.755361,22470.515107220002
2637_2023,0.001,0.001,0.001,9611722875.37,121.98742668082409,961172.2875370001,19223.445750740004
2637_2024,0.001,0.001,0.001,10791534384.26,161.7043015391286,1079153.438426,21583.068768520003
2638_2019,0.001,0.001,0.001,1252625209.1,42.78514031117873,125262.52090999999,2505.2504182
2638_2021,0.001,0.001,0.001,1050146905.42,27.76484391927371,105014.690542,2100.29381084
2638_2022,0.001,0.001,0.001,567205680.27,10.59399887713379,56720.568027,1134.41136054
2638_2023,0.001,0.001,0.001,329099835.07,5.088204239075192,32909.983507,658.19967014
2638_2024,0.001,0.001,0.001,378418816.77,5.094793915828037,37841.881677,756.83763354
2639_2019,0.001,0.001,0.001,1513568678.62,474.6386826310086,151356.86786199998,3027.13735724
2639_2020,0.001,0.001,0.001,1458378294.45,340.15710024085,145837.829445,2916.7565889
2639_2021,0.001,0.001,0.001,2008655584.69,217.2715025333846,200865.558469,4017.31116938
2639_2022,0.001,0.001,0.001,1966027078.75,126.62436015318734,196602.707875,3932.0541574999997
2639_2023,0.001,0.001,0.001,2032490647.49,95.96159616738439,203249.064749,4064.9812949800003
2639_2024,0.001,0.001,0.001,2284761635.98,98.80979214564096,228476.163598,4569.523271960001
2641_2019,0.001,0.001,0.001,6290606343.7,431.4152580945179,629060.63437,12581.2126874
2641_2020,0.001,0.001,0.001,7036300477.8,333.3703797555445,703630.04778,14072.6009556
2641_2021,0.001,0.001,0.001,8880966264.34,203.73941806904205,888096.626434,17761.93252868
2641_2022,0.001,0.001,0.001,7978516444.18,183.85829395371593,797851.644418,15957.032888360001
2641_2023,0.001,0.001,0.001,7471335837.57,94.82264985280271,747133.5837569999,14942.671675139998
2641_2024,0.001,0.001,0.001,6602022415.58,98.92712059687705,660202.241558,13204.04483116
2643_2019,0.001,0.001,0.001,2870127668.71,456.40639234445445,287012.766871,5740.25533742
2643_2020,0.001,0.001,0.001,2918105890.01,351.5296908549356,291810.58900100004,5836.211780020001
2643_2021,0.001,0.001,0.001,4358522849.7,303.8065311784683,435852.28497,8717.0456994
2643_2022,0.001,0.001,0.001,5080461966.34,304.9562175056168,508046.196634,10160.92393268
2643_2023,0.001,0.001,0.001,4305320136.0,179.90970463802793,430532.0136,8610.640272
2643_2024,0.001,0.001,0.001,3693259130.43,161.32100187696776,369325.913043,7386.51826086
2644_2019,0.001,0.001,0.001,628815164.07,504.1874208111611,62881.516407,1257.63032814
2644_2020,0.001,0.001,0.001,668051013.92,148.44543737226286,66805.101392,1336.10202784
2644_2021,0.001,0.001,0.001,817640826.02,316.0313430933137,81764.082602,1635.28165204
2644_2022,0.001,0.001,0.001,1019176339.15,272.33175255956974,101917.633915,2038.3526783
2644_2023,0.001,0.001,0.001,1163134313.96,401.5694733934257,116313.431396,2326.26862792
2644_2024,0.001,0.001,0.001,980225387.73,399.757499144207,98022.53877300001,1960.4507754600002
2645_2019,0.001,0.001,0.001,2161340387.07,465.1973418153732,216134.03870700003,4322.680774140001
2645_2020,0.001,0.001,0.001,3375687731.05,654.7805229158558,337568.77310500003,6751.375462100001
2645_2021,0.001,0.001,0.001,6776828766.8,391.31545560513376,677682.87668,13553.6575336
2645_2022,0.001,0.001,0.001,8475015663.88,514.7596815202958,847501.566388,16950.03132776
2645_2023,0.001,0.001,0.001,6880875038.32,190.29525484651512,688087.503832,13761.750076639999
2645_2024,0.001,0.001,0.001,5576220687.3,177.50131220177627,557622.06873,11152.441374600001
2646_2019,0.001,0.001,0.001,1253725476.41,296.20455685875834,125372.54764100001,2507.45095282
2646_2020,0.001,0.001,0.001,763844855.6,35.95641980145988,76384.48556,1527.6897112000001
2646_2021,0.001,0.001,0.001,1054137858.86,615.6209585368298,105413.785886,2108.27571772
2646_2022,0.001,0.001,0.001,979874548.68,468.1502004082859,97987.454868,1959.74909736
2646_2023,0.001,0.001,0.001,1210158159.46,774.8598598061302,121015.815946,2420.31631892
2646_2024,0.001,0.001,0.001,1254840734.21,793.6834871638315,125484.07342100001,2509.6814684200003
2648_2019,0.001,0.001,0.001,10778665238.59,739.2102432983647,1077866.523859,21557.330477180003
2648_2020,0.001,0.001,0.001,10772547694.35,510.3887088294203,1077254.7694350001,21545.095388700003
2648_2021,0.001,0.001,0.001,28557039117.13,655.130799771293,2855703.911713,57114.07823426
2648_2022,0.001,0.001,0.001,37043998648.55,853.6482240021445,3704399.8648550003,74087.99729710001
2648_2023,0.001,0.001,0.001,41486922120.31,526.532333067245,4148692.212031,82973.84424062
2648_2024,0.001,0.001,0.001,45648350054.6,684.0115871528963,4564835.00546,91296.7001092
2650_2019,0.001,0.001,0.001,2039752817.05,410.050167666573,203975.281705,4079.5056341
2650_2021,0.001,0.001,0.001,1754683993.13,196.13690810483004,175468.399313,3509.36798626
2650_2022,0.001,0.001,0.001,1686107669.16,155.9276237167307,168610.76691600002,3372.2153383200007
2650_2023,0.001,0.001,0.001,1453834677.98,80.58421636263405,145383.467798,2907.66935596
2651_2019,0.001,0.001,0.001,687836952.17,223.61236146743903,68783.695217,1375.67390434
2651_2020,0.001,0.001,0.001,818935856.28,226.42093302150025,81893.585628,1637.87171256
2651_2021,0.001,0.001,0.001,958943888.57,147.11200702968213,95894.388857,1917.88777714
2651_2022,0.001,0.001,0.001,1019929815.58,686.5780021834062,101992.981558,2039.85963116
2651_2023,0.001,0.001,0.001,1072671593.65,53.61089429512015,107267.159365,2145.3431873
2651_2024,0.001,0.001,0.001,776248698.71,114.35636986656338,77624.869871,1552.4973974200002
2652_2019,0.001,0.001,0.001,2195365436.27,472.52074285746215,219536.543627,4390.73087254
2652_2020,0.001,0.001,0.001,1130883786.48,219.35698324741446,113088.378648,2261.76757296
2652_2021,0.001,0.001,0.001,656664778.91,37.91789433988434,65666.477891,1313.32955782
2652_2022,0.001,0.001,0.001,483903049.32,29.391542084846595,48390.304932,967.80609864
2652_2023,0.001,0.001,0.001,434600702.36,12.019176478499585,43460.070236,869.20140472
2652_2024,0.001,0.001,0.001,340351752.74,10.834019331250026,34035.175274,680.70350548
2653_2019,0.001,0.001,0.001,3937340462.03,186.80077672464236,393734.046203,7874.6809240600005
2653_2020,0.001,0.001,0.001,3329599574.66,26.565611452007584,332959.957466,6659.19914932
2653_2021,0.001,0.001,0.001,2773314884.86,318.74689267127076,277331.488486,5546.62976972
2653_2022,0.001,0.001,0.001,3015294339.82,686.5780021834062,301529.43398200005,6030.588679640001
2653_2023,0.001,0.001,0.001,3355070109.54,62.60008199230448,335507.010954,6710.14021908
2653_2024,0.001,0.001,0.001,3721349235.28,61.07123763312059,372134.923528,7442.698470560001
2655_2019,0.001,0.001,0.001,984325864.3,156.5270498292572,98432.58643,1968.6517286
2655_2020,0.001,0.001,0.001,1180095857.95,142.16027373939193,118009.585795,2360.1917159
2655_2021,0.001,0.001,0.001,936756205.71,65.29566626827423,93675.620571,1873.5124114200003
2655_2022,0.001,0.001,0.001,963125081.37,57.81186509127161,96312.508137,1926.25016274
2655_2023,0.001,0.001,0.001,997600140.39,41.6874798934627,99760.014039,1995.2002807800002
2655_2024,0.001,0.001,0.001,1207684020.8,52.75145591086041,120768.40208,2415.3680416
2656_2019,0.001,0.001,0.001,1371741032.52,686.5780021834062,137174.103252,2743.48206504
2658_2019,0.001,0.001,0.001,1243286319.29,1.3357801879212132,124328.631929,2486.57263858
2658_2020,0.001,0.001,0.001,1212795137.12,0.9021678037536869,121279.51371199999,2425.59027424
2658_2021,0.001,0.001,0.001,1380912181.54,0.7240365436468533,138091.218154,2761.8243630800002
2658_2022,0.001,0.001,0.001,1504771570.27,0.7798469488584479,150477.157027,3009.5431405400004
2658_2023,0.001,0.001,0.001,1510322423.84,0.6327502891307669,151032.24238399998,3020.6448476799997
2658_2024,0.001,0.001,0.001,1420170130.88,0.659075503991563,142017.013088,2840.34026176
2660_2019,0.001,0.001,0.001,1247847109.57,42.62193773683592,124784.71095699999,2495.69421914
2660_2020,0.001,0.001,0.001,1234958706.7,34.01366360792889,123495.87067,2469.9174134
2660_2021,0.001,0.001,0.001,1625883691.81,42.98675423505889,162588.369181,3251.7673836199997
2660_2022,0.001,0.001,0.001,1543210975.43,28.823363216503147,154321.097543,3086.4219508600004
2660_2023,0.001,0.001,0.001,1328670393.39,20.54253939854672,132867.039339,2657.34078678
2660_2024,0.001,0.001,0.001,1295020949.57,17.435350892577873,129502.094957,2590.0418991399997
2661_2019,0.001,0.001,0.001,3033973309.43,609.9176595460895,303397.330943,6067.94661886
2661_2020,0.001,0.001,0.001,3957752136.32,719.6815683247439,395775.213632,7915.504272640001
2661_2021,0.001,0.001,0.001,4326648256.72,483.62862763480064,432664.825672,8653.29651344
2661_2022,0.001,0.001,0.001,5019796910.68,464.22006028408805,501979.69106800004,10039.59382136
2661_2023,0.001,0.001,0.001,5184396589.31,287.3645420558653,518439.65893100004,10368.79317862
2661_2024,0.001,0.001,0.001,4566847270.77,240.4668753218073,456684.727077,9133.69454154
2662_2019,0.001,0.001,0.001,3630292929.31,3.900367353910903,363029.292931,7260.58585862
2662_2020,0.001,0.001,0.001,3754078111.18,2.7925643012765002,375407.81111799995,7508.156222359999
2662_2021,0.001,0.001,0.001,3508914273.05,1.8397854665739595,350891.427305,7017.8285461000005
2662_2022,0.001,0.001,0.001,3578418983.36,1.8545134564243038,357841.89833600004,7156.837966720001
2662_2023,0.001,0.001,0.001,3600919859.24,1.5086070670114131,360091.985924,7201.83971848
2662_2024,0.001,0.001,0.001,3094801500.8,1.43624190830553,309480.15008,6189.6030016
2664_2019,0.001,0.001,0.001,2971970129.12,203.8202981160267,297197.012912,5943.94025824
2664_2020,0.001,0.001,0.001,2878287718.82,136.36937093521567,287828.77188200003,5756.575437640001
2664_2021,0.001,0.001,0.001,3355637393.07,76.98211989161376,335563.739307,6711.27478614
2664_2022,0.001,0.001,0.001,3717123722.66,85.65803314997024,371712.37226599996,7434.247445319999
2664_2023,0.001,0.001,0.001,4615872029.74,58.58245791073115,461587.20297399996,9231.74405948
2664_2024,0.001,0.001,0.001,5918417032.02,88.68372729052864,591841.703202,11836.83406404
2665_2019,0.001,0.001,0.001,744084663.39,596.611132707961,74408.46633899999,1488.16932678
2665_2020,0.001,0.001,0.001,440530501.16,97.88884614783245,44053.050116000006,881.0610023200002
2665_2021,0.001,0.001,0.001,718536068.3,277.72575866983857,71853.60682999999,1437.0721365999998
2665_2022,0.001,0.001,0.001,652205492.85,174.27432140443096,65220.549285,1304.4109857
2665_2023,0.001,0.001,0.001,894181535.27,308.7141389664542,89418.153527,1788.36307054
2666_2019,0.001,0.001,0.001,3850912775.55,131.53323295033908,385091.27755500004,7701.825551100001
2666_2020,0.001,0.001,0.001,4467762291.06,123.0526679344432,446776.22910600004,8935.52458212
2666_2021,0.001,0.001,0.001,5192893100.24,137.29494956705423,519289.310024,10385.78620048
2666_2022,0.001,0.001,0.001,4881908623.12,91.18197555247315,488190.862312,9763.81724624
2666_2023,0.001,0.001,0.001,5693800704.61,88.03170890524359,569380.070461,11387.60140922
2666_2024,0.001,0.001,0.001,4958993714.34,66.76478516607385,495899.37143400003,9917.98742868
2667_2019,0.001,0.001,0.001,222151305.73,51.59095216142367,22215.130573,444.30261146
2667_2020,0.001,0.001,0.001,290153380.58,88.80658014812876,29015.338057999998,580.30676116
2667_2021,0.001,0.001,0.001,228967183.78,47.92081361927826,22896.718378,457.93436756000006
2667_2022,0.001,0.001,0.001,1185946801.48,195.89250946457778,118594.680148,2371.89360296
2667_2023,0.001,0.001,0.001,1141401058.59,115.03297796161308,114140.10585899999,2282.8021171799996
2667_2024,0.001,0.001,0.001,532671384.89,75.45275849118595,53267.138489,1065.34276978
2668_2019,0.001,0.001,0.001,7392507540.78,252.50128297431462,739250.754078,14785.015081559999
2668_2020,0.001,0.001,0.001,8345133628.27,229.84458221577142,834513.3628270001,16690.267256540003
2668_2022,0.001,0.001,0.001,7842731367.72,146.482819536887,784273.136772,15685.46273544
2668_2023,0.001,0.001,0.001,15179647834.74,234.69215183278405,1517964.783474,30359.295669479998
2668_2024,0.001,0.001,0.001,18360802831.59,247.1983485244037,1836080.283159,36721.60566318
2669_2019,0.001,0.001,0.001,1066074423.43,4.490588522293348,106607.44234299999,2132.1488468599996
2669_2020,0.001,0.001,0.001,1932135499.94,6.415134908760622,193213.549994,3864.27099988
2669_2021,0.001,0.001,0.001,2271612976.74,4.349358641706387,227161.29767399997,4543.22595348
2669_2022,0.001,0.001,0.001,2466361756.29,686.5780021834062,246636.175629,4932.72351258
2669_2023,0.001,0.001,0.001,2792525024.71,6.225795095833237,279252.502471,5585.0500494200005
2669_2024,0.001,0.001,0.001,3101062179.2,686.5780021834062,310106.21791999997,6202.124358399999
2671_2019,0.001,0.001,0.001,1118070925.69,177.79512846853717,111807.092569,2236.14185138
2671_2020,0.001,0.001,0.001,836771454.77,100.80169188463712,83677.145477,1673.54290954
2671_2021,0.001,0.001,0.001,1375875517.55,95.90404426789145,137587.551755,2751.7510351
2671_2022,0.001,0.001,0.001,996503245.11,59.81539914562976,99650.324511,1993.00649022
2671_2023,0.001,0.001,0.001,1107543064.36,46.281748926580626,110754.30643599998,2215.0861287199996
2671_2024,0.001,0.001,0.001,1146495048.32,50.078730820177,114649.50483199999,2292.99009664
2672_2019,0.001,0.001,0.001,3458591061.22,118.13294412269246,345859.10612199997,6917.182122439999
2672_2020,0.001,0.001,0.001,3315021211.14,91.30347089107654,331502.121114,6630.042422279999
2672_2021,0.001,0.001,0.001,4015230391.93,106.15871413464195,401523.039193,8030.46078386
2672_2022,0.001,0.001,0.001,3878473960.06,72.4402984792208,387847.396006,7756.94792012
2672_2023,0.001,0.001,0.001,4022468104.97,62.19127778930585,402246.810497,8044.9362099400005
2672_2024,0.001,0.001,0.001,3486660703.09,46.94221573938366,348666.07030900003,6973.321406180001
2674_2019,0.001,0.001,0.001,1587100991.37,497.69761649206913,158710.09913699998,3174.20198274
2674_2020,0.001,0.001,0.001,1460440505.08,340.6380972432438,146044.050508,2920.8810101599997
2674_2021,0.001,0.001,0.001,1726346976.76,186.7348511081351,172634.697676,3452.6939535200004
2674_2022,0.001,0.001,0.001,1987712447.48,128.02103264554592,198771.244748,3975.42489496
2674_2023,0.001,0.001,0.001,2699515768.67,127.45438330085668,269951.576867,5399.031537340001
2674_2024,0.001,0.001,0.001,2951085176.94,127.62649212308293,295108.517694,5902.170353879999
2675_2019,0.001,0.001,0.001,2992761012.16,475.90749066678427,299276.101216,5985.52202432
2675_2020,0.001,0.001,0.001,3418977548.62,411.86720633439234,341897.754862,6837.95509724
2675_2021,0.001,0.001,0.001,3912049996.56,272.6855818441879,391204.999656,7824.09999312
2675_2022,0.001,0.001,0.001,3582955427.13,215.06794889676837,358295.54271300003,7165.910854260001
2675_2023,0.001,0.001,0.001,3275647886.63,136.8820030022928,327564.788663,6551.29577326
2675_2024,0.001,0.001,0.001,2868936537.72,125.31471533451382,286893.653772,5737.87307544
2676_2019,0.001,0.001,0.001,1681931411.52,57.44868529938489,168193.141152,3363.86282304
2676_2020,0.001,0.001,0.001,1728369950.27,47.60336824186429,172836.995027,3456.7399005400002
2676_2021,0.001,0.001,0.001,2132731420.66,56.3873061099705,213273.142066,4265.46284132
2676_2022,0.001,0.001,0.001,2100354697.36,39.229429604482405,210035.469736,4200.70939472
2676_2023,0.001,0.001,0.001,2266948126.81,35.0492277401013,226694.81268099998,4533.89625362
2676_2024,0.001,0.001,0.001,2697206598.45,36.31350017107209,269720.65984499996,5394.413196899999
2677_2019,0.001,0.001,0.001,1684475726.55,115.5228114140877,168447.572655,3368.9514531
2677_2020,0.001,0.001,0.001,1770817768.09,83.89894571566204,177081.776809,3541.63553618
2677_2021,0.001,0.001,0.001,2163712476.77,49.638013225648315,216371.247677,4327.42495354
2677_2022,0.001,0.001,0.001,1833928840.78,42.2613690474108,183392.884078,3667.85768156
2677_2023,0.001,0.001,0.001,1672575524.89,21.227535048216374,167257.55248900002,3345.1510497800004
2677_2024,0.001,0.001,0.001,877417765.65,13.147548986119942,87741.776565,1754.8355313
2678_2019,0.001,0.001,0.001,2053455951.75,70.1386179842042,205345.595175,4106.9119035
2678_2020,0.001,0.001,0.001,1751896090.27,48.251333398603265,175189.609027,3503.79218054
2678_2021,0.001,0.001,0.001,2020173465.25,53.41138526718011,202017.346525,4040.3469305000003
2678_2022,0.001,0.001,0.001,1660157075.23,31.00762704365069,166015.707523,3320.31415046
2678_2023,0.001,0.001,0.001,1128017548.03,17.44025082363421,112801.754803,2256.0350960600003
2678_2024,0.001,0.001,0.001,677173599.36,9.117041175242669,67717.35993600001,1354.3471987200003
2681_2019,0.001,0.001,0.001,3535639194.26,120.76462928987769,353563.91942600004,7071.278388520001
2681_2021,0.001,0.001,0.001,4167849621.2,110.19381537418393,416784.96212,8335.6992424
2681_2022,0.001,0.001,0.001,2874193397.97,53.68282210478775,287419.339797,5748.38679594
2681_2023,0.001,0.001,0.001,2890850426.64,44.695365442019444,289085.042664,5781.70085328
2681_2024,0.001,0.001,0.001,3144164932.78,42.33106721969262,314416.49327800004,6288.329865560001
2685_2019,0.001,0.001,0.001,13687189035.15,2945.9700073934187,1368718.903515,27374.378070299997
2685_2020,0.001,0.001,0.001,7634501324.41,1480.8605438880656,763450.132441,15269.00264882
2685_2021,0.001,0.001,0.001,7059272601.27,407.6246529556637,705927.260127,14118.54520254
2685_2022,0.001,0.001,0.001,1475815089.13,89.63878479908404,147581.508913,2951.63017826
2685_2023,0.001,0.001,0.001,671059703.27,18.558610138946793,67105.970327,1342.11940654
2685_2024,0.001,0.001,0.001,1184256342.85,37.697047270367925,118425.634285,2368.5126857
2686_2019,0.001,0.001,0.001,1481215064.87,101.58301832769304,148121.50648699998,2962.4301297399998
2686_2020,0.001,0.001,0.001,1484180849.78,70.31847702896366,148418.084978,2968.36169956
2686_2021,0.001,0.001,0.001,1906437017.09,43.73582298210234,190643.701709,3812.87403418
2686_2022,0.001,0.001,0.001,1908158218.22,43.97192348354539,190815.821822,3816.31643644
2686_2023,0.001,0.001,0.001,1599986777.22,20.306273100794055,159998.677722,3199.97355444
2686_2024,0.001,0.001,0.001,1618512846.93,24.252388967657353,161851.284693,3237.02569386
2687_2019,0.001,0.001,0.001,1121067536.52,76.88378737822771,112106.753652,2242.13507304
2687_2020,0.001,0.001,0.001,1088474340.74,51.570438964555805,108847.434074,2176.9486814800002
2687_2021,0.001,0.001,0.001,1303657596.14,29.90738080667495,130365.75961400001,2607.3151922800002
2687_2022,0.001,0.001,0.001,1279278364.19,29.47990884990241,127927.836419,2558.55672838
2687_2023,0.001,0.001,0.001,1492016719.49,18.93596835191149,149201.671949,2984.0334389800005
2687_2024,0.001,0.001,0.001,1262430143.94,18.916715399202953,126243.01439400001,2524.86028788
2688_2019,0.001,0.001,0.001,1782364081.84,1724.6019310337167,178236.408184,3564.72816368
2688_2020,0.001,0.001,0.001,1814638965.54,686.5780021834062,181463.896554,3629.27793108
2688_2021,0.001,0.001,0.001,2077988730.16,233.11456838123533,207798.873016,4155.97746032
2688_2022,0.001,0.001,0.001,2122705317.42,985.2392503739561,212270.53174200002,4245.41063484
2688_2023,0.001,0.001,0.001,2174131033.42,757.6236228624374,217413.10334200002,4348.26206684
2688_2024,0.001,0.001,0.001,2370626965.11,1011.2879699359457,237062.69651100002,4741.25393022
2689_2019,0.001,0.001,0.001,686510508.84,159.43066687586952,68651.050884,1373.0210176799999
2689_2020,0.001,0.001,0.001,848988269.15,259.8478936153658,84898.826915,1697.9765383
2689_2021,0.001,0.001,0.001,821947686.66,172.0264067844613,82194.768666,1643.89537332
2689_2022,0.001,0.001,0.001,988244162.39,163.23635148954997,98824.416239,1976.48832478
2689_2023,0.001,0.001,0.001,1335750133.82,134.61991694291214,133575.013382,2671.50026764
2689_2024,0.001,0.001,0.001,1202812097.77,170.37801034132542,120281.209777,2405.62419554
2690_2019,0.001,0.001,0.001,1500778300.42,108.83403881533384,150077.83004200002,3001.5566008400006
2690_2020,0.001,0.001,0.001,1495969217.24,60.85000576205692,149596.921724,2991.9384344800005
2690_2021,0.001,0.001,0.001,1812878651.37,186.15974859321605,181287.865137,3625.75730274
2690_2022,0.001,0.001,0.001,2117255683.31,203.9446651131576,211725.568331,4234.5113666199995
2690_2023,0.001,0.001,0.001,2425394367.14,118.2775894396405,242539.43671399998,4850.7887342799995
2690_2024,0.001,0.001,0.001,2310770382.5,156.79856311220001,231077.03825,4621.540765000001
2691_2019,0.001,0.001,0.001,391269397.31,203.3721554285713,39126.939731,782.53879462
2691_2020,0.001,0.001,0.001,240867674.57,107.1009198817381,24086.767456999998,481.73534914
2691_2021,0.001,0.001,0.001,356220998.74,71.76841982916817,35622.099874,712.44199748
2691_2022,0.001,0.001,0.001,328919847.13,72.77529303888112,32891.984713,657.83969426
2691_2023,0.001,0.001,0.001,336808679.3,52.263101027048116,33680.86793,673.6173586
2691_2024,0.001,0.001,0.001,382687751.82,61.04345761542213,38268.775182,765.3755036399999
2692_2023,0.001,0.001,0.001,3201485979.87,88.53926092743761,320148.597987,6402.971959740001
2692_2024,0.001,0.001,0.001,4447368703.95,141.56788711647482,444736.870395,8894.7374079
2693_2019,0.001,0.001,0.001,346648798.62,12.02707772285923,34664.879862,693.2975972400001
